Route ID,Stop ID,Latitude,Longitude,Actual Time,distance_km,fuel_percent
R2,R2_S1,13.0822714323071,80.27699936110078,2025-07-24 08:03:00,0.0,0.0
R8,R8_S1,13.081806015806633,80.26479749211151,2025-07-24 08:03:00,1.322586120704931,0.06749674337802478
R4,R4_S1,13.08830123536646,80.2673668674841,2025-07-24 08:04:00,0.77399331327717,0.03949990645201356
R1,R1_S1,13.088314830068214,80.27084038684471,2025-07-24 08:08:00,0.37620716036037166,0.019199323025018006
R4,R4_S2,13.069308623325254,80.272003006514,2025-07-24 08:08:00,2.117141950054095,0.10804603546080403
R8,R8_S2,13.081229739221426,80.26917951178659,2025-07-24 08:08:00,1.3603876086350704,0.06942590117741874
R7,R7_S1,13.092937443499586,80.27697496317317,2025-07-24 08:08:00,1.5516521554770244,0.07918687918361826
R3,R3_S1,13.083284086422015,80.28186753119014,2025-07-24 08:09:00,1.1970744149524106,0.06109139006190145
R3,R3_S2,13.09010284308159,80.28880778116657,2025-07-24 08:09:00,1.0676627827499499,0.05448700824346441
R6,R6_S2,13.079726475859404,80.27885066944924,2025-07-24 08:09:00,1.5793260788586694,0.08059918774750854
R6,R6_S1,13.08170633835996,80.26617319477857,2025-07-24 08:10:00,1.3906296065830397,0.07096926863211793
R10,R10_S1,13.094308393318654,80.268701883725,2025-07-24 08:10:00,1.427797280450501,0.07286608042056542
R9,R9_S1,13.09293408230478,80.2763839655987,2025-07-24 08:10:00,0.8459178862754939,0.04317049876372961
R10,R10_S2,13.072771001399966,80.27210767598585,2025-07-24 08:11:00,2.2893723019887404,0.11683562404369617
R7,R7_S2,13.07274568047861,80.28498096217905,2025-07-24 08:12:00,1.3943491069333593,0.07115908928478452
R6,R6_S3,13.095029490093776,80.26570327803246,2025-07-24 08:13:00,3.2402447669689964,0.16536236551577072
R9,R9_S2,13.069167434195386,80.27293127581649,2025-07-24 08:13:00,2.980383475020233,0.1521006272728206
R5,R5_S1,13.07573103579696,80.27132605204116,2025-07-24 08:13:00,0.7502632968143552,0.038288870885805425
R2,R2_S3,13.085852115543634,80.26024198861485,2025-07-24 08:14:00,1.645533338549757,0.08397800319640329
R1,R1_S2,13.071520768672071,80.26896572477231,2025-07-24 08:14:00,1.8526358289468945,0.09454725341644556
R10,R10_S3,13.080116830002748,80.26665346240134,2025-07-24 08:14:00,0.9881042087488809,0.05042682299820447
R5,R5_S2,13.090580476537836,80.27116769237945,2025-07-24 08:15:00,1.2620581169661405,0.06440776257625759
R8,R8_S3,13.079396671905862,80.2794148338421,2025-07-24 08:16:00,1.531129058035156,0.07813950523974407
R6,R6_S4,13.063492737238851,80.28754780341333,2025-07-24 08:17:00,1.975696170182938,0.10082750401214534
R2,R2_S2,13.067843979363277,80.2813875626927,2025-07-24 08:17:00,0.8242121107511642,0.04206276813095553
R1,R1_S3,13.076319838494012,80.26452421909048,2025-07-24 08:17:00,2.0553479744112826,0.10489244716059734
R9,R9_S3,13.07309236525445,80.25219295856458,2025-07-24 08:17:00,1.3830017812452011,0.07057999086691194
R7,R7_S3,13.086291844672438,80.25478852407029,2025-07-24 08:17:00,1.4943960556642222,0.07626487643809461
R5,R5_S4,13.108703688931312,80.26379114339564,2025-07-24 08:17:00,2.676025571119406,0.13656805286192458
R1,R1_S4,13.058057897881357,80.2765705451339,2025-07-24 08:19:00,5.799154567268299,0.2959535424640491
R2,R2_S4,13.08321307472074,80.28178978009653,2025-07-24 08:19:00,2.8536832744640592,0.14563462041776132
R3,R3_S4,13.088732687146653,80.28080614811842,2025-07-24 08:22:00,0.622930362599733,0.03179057315705381
R10,R10_S5,13.080004291916651,80.27588841986423,2025-07-24 08:22:00,1.107098880647933,0.05649958658371805
R4,R4_S3,13.08357327190848,80.26702667060233,2025-07-24 08:23:00,1.0386168675474163,0.05300468157005252
R2,R2_S5,13.073110920397884,80.26491821224374,2025-07-24 08:23:00,1.1855630152683023,0.06050391830619756
R7,R7_S4,13.07084840188612,80.26757814934008,2025-07-24 08:23:00,0.3824898495748453,0.019519953232000058
R6,R6_S5,13.083298791049986,80.27078924952504,2025-07-24 08:24:00,1.4274392130223499,0.0728478068390333
R5,R5_S3,13.080950087074504,80.24878139244318,2025-07-24 08:24:00,2.3979144543659525,0.12237495467027064
R3,R3_S3,13.07865083363247,80.27589915748327,2025-07-24 08:24:00,2.9482332122075863,0.15045987359740423
R4,R4_S5,13.089641620219512,80.25678534022674,2025-07-24 08:26:00,2.40400318110723,0.122685686213511
R1,R1_S5,13.085258985289371,80.27024873260943,2025-07-24 08:28:00,1.5374536118449993,0.07846227196079206
R9,R9_S4,13.07395988637236,80.2727942727795,2025-07-24 08:28:00,1.2862977839912737,0.06564480760429113
R4,R4_S4,13.097178715314373,80.28343951065631,2025-07-24 08:28:00,2.8275588717703566,0.14430138995592856
R8,R8_S4,13.076609564477964,80.28010146624295,2025-07-24 08:28:00,2.315582566747975,0.11817323638260473
R3,R3_S6,13.084185503381743,80.27003754947376,2025-07-24 08:28:00,1.377604166896956,0.0703045294925533
R3,R3_S5,13.084606906718728,80.26966931221072,2025-07-24 08:28:00,0.06153309977201751,0.0031402747840364336
R10,R10_S4,13.098310516965403,80.28801683368214,2025-07-24 08:29:00,2.5041077446395734,0.12779441367551586
R7,R7_S6,13.089251203671294,80.27658060746646,2025-07-24 08:30:00,1.5965130614780667,0.08147630670191412
R9,R9_S5,13.066397535536751,80.28628621314023,2025-07-24 08:31:00,2.750059705473501,0.1403463043417217
R5,R5_S5,13.07992708373992,80.26451888639012,2025-07-24 08:31:00,2.796773988230417,0.1427303169258334
R10,R10_S6,13.099547604632852,80.27730505753038,2025-07-24 08:31:00,2.5840933408356275,0.1318763915337939
R8,R8_S7,13.08039481218865,80.26178537863028,2025-07-24 08:32:00,2.7130999264735545,0.13846010224159816
R7,R7_S5,13.077301216319109,80.27727164777895,2025-07-24 08:32:00,1.7122355959923998,0.08738208031687192
R8,R8_S5,13.084410015819303,80.27029726670204,2025-07-24 08:32:00,1.0933657183069965,0.05579872958863566
R2,R2_S7,13.083545997337216,80.28937502976981,2025-07-24 08:32:00,2.0685110922800933,0.10556421255639044
R1,R1_S7,13.083387572664725,80.25890204706047,2025-07-24 08:33:00,3.300528659545342,0.16843888837001425
R3,R3_S7,13.090902169057191,80.25589602555164,2025-07-24 08:33:00,0.8967719086244076,0.045765778452885486
R6,R6_S7,13.080681246971851,80.28142765604949,2025-07-24 08:33:00,2.9897086899472494,0.1525765294685417
R6,R6_S6,13.064273815857351,80.26325688236234,2025-07-24 08:33:00,2.683669001462019,0.1369581270115672
R8,R8_S6,13.098382285719238,80.27370501012703,2025-07-24 08:34:00,3.9579130416491943,0.20198778491819172
R2,R2_S6,13.078328148532885,80.26223962040332,2025-07-24 08:35:00,2.5523593705246577,0.13025688289317416
R5,R5_S6,13.085694355375706,80.26870077056527,2025-07-24 08:35:00,1.077321605095722,0.054979935730756525
R7,R7_S7,13.08055558981396,80.269803170548,2025-07-24 08:37:00,0.5837460943348134,0.029790846668072288
R4,R4_S6,13.080907817297309,80.27942265252865,2025-07-24 08:38:00,1.042618672383619,0.053208909324940906
R4,R4_S7,13.069948650871789,80.26984965039863,2025-07-24 08:38:00,1.6000300523238251,0.08165579250239455
R1,R1_S8,13.0684591412436,80.26723549075844,2025-07-24 08:38:00,0.3280350230335343,0.01674091041942715
R5,R5_S7,13.084216742497713,80.2849986311866,2025-07-24 08:38:00,2.6022455421075215,0.13280276937173935
R1,R1_S6,13.076988495500204,80.2795388384702,2025-07-24 08:38:00,0.9978467779954949,0.05092402441744426
R9,R9_S6,13.106995620760836,80.25705199863901,2025-07-24 08:39:00,4.130918688718461,0.21081693984457153
R9,R9_S7,13.07731677023709,80.26862400238664,2025-07-24 08:40:00,3.5301095170358936,0.18015529759279317
R7,R7_S8,13.097120443780325,80.27901754789093,2025-07-24 08:41:00,2.4731124949811645,0.12621260483949362
R3,R3_S8,13.08884706357646,80.29255169756073,2025-07-24 08:43:00,1.7305809495042332,0.08831831546918652
R10,R10_S7,13.072774097452294,80.26371351687224,2025-07-24 08:43:00,3.598632265675428,0.1836522815003624
R1,R1_S9,13.083877297817674,80.27793431617596,2025-07-24 08:43:00,1.9740064315833439,0.10074127004155747
R6,R6_S8,13.086239559341733,80.25641868124444,2025-07-24 08:43:00,2.3450674907390128,0.11967796739179068
R4,R4_S8,13.076388651544482,80.24518138108395,2025-07-24 08:43:00,1.6374317424701188,0.08356454705696618
R7,R7_S9,13.085337973789514,80.28117478778414,2025-07-24 08:44:00,4.0234350522607905,0.20533162942603062
R2,R2_S8,13.090477130473747,80.2650758671762,2025-07-24 08:44:00,1.8348721991443095,0.09364070590057698
R6,R6_S9,13.082216040365712,80.26660314889766,2025-07-24 08:44:00,0.9333661175942239,0.04763332408434955
R9,R9_S8,13.079470998343393,80.25682737541061,2025-07-24 08:45:00,1.1019288751076637,0.05623574097718127
R8,R8_S9,13.073836965782627,80.25971903345373,2025-07-24 08:45:00,0.7004041724794071,0.0357443647341037
R4,R4_S9,13.06778888267797,80.28210573065363,2025-07-24 08:46:00,2.516326461059658,0.12841798257110937
R3,R3_S9,13.089289205492076,80.26973804625477,2025-07-24 08:46:00,2.740433002865845,0.1398550160503103
